"msa","day","rho","county","pop","area","median_rho","model"
"Atlanta","2020-02-14",0.448214357913248,"msa",5.862424,22892.397400061,0.448214357913248,0.369381102132411
"Boston","2020-02-12",0.359030724550958,"msa",4.832346,11664.572507828,0.359030724550958,0.372818819423882
"Chicago","2020-02-13",0.373791226915519,"msa",9.508605,24771.6933693088,0.373791226915519,0.355942651332831
"Dallas","2020-02-13",0.434177475680996,"msa",7.320663,23341.1341701196,0.434177475680996,0.36309413187075
"Houston","2020-02-11",0.432961324642222,"msa",6.884138,24488.3336142581,0.432961324642222,0.364991288221511
"Los Angeles","2020-02-10",0.380415628014784,"msa",13.249614,14764.614485075,0.380415628014784,0.345301367099387
"Miami","2020-02-11",0.408591678940133,"msa",6.09066,15925.1875921994,0.408591678940133,0.367131023435202
"New York","2020-02-14",0.296706835214821,"msa",19.294236,23829.044163876,0.296706835214821,0.33670855693012
"Philadelphia","2020-02-14",0.427455163330771,"msa",6.07913,12601.1921082928,0.427455163330771,0.366444705847667
"San Francisco","2020-02-12",0.348051722484474,"msa",4.701332,8868.77189682383,0.348051722484474,0.372737419525068
"Seattle","2020-02-11",0.405838764351356,"msa",3.871323,16293.2933941709,0.405838764351356,0.380420641696741
"Washington, D.C.","2020-02-10",0.419461853775924,"msa",6.196585,18121.6164980288,0.419461853775924,0.367046164543614
"Atlanta","2020-02-15",0.561413908016127,"13171",0.018672,481.544228569687,0.561413908016127,0.55956743488581
"Atlanta","2020-02-11",0.467843705634566,"13063",0.283538,374.065219766394,0.467843705634566,0.451560513131539
"Atlanta","2020-02-16",0.443769997601223,"13089",0.749323,702.574344120968,0.443769997601223,0.420864314242759
"Atlanta","2020-02-10",0.544967132619978,"13227",0.031387,602.835445314184,0.544967132619978,0.538384630733575
"Atlanta","2020-02-11",0.490950478341461,"13045",0.117183,1305.27338265023,0.490950478341461,0.489037227976079
"Atlanta","2020-02-13",0.483380107650578,"13297",0.091442,854.983970941996,0.483380107650578,0.496778705178128
"Atlanta","2020-02-13",0.503577923912053,"13013",0.078991,422.114902995101,0.503577923912053,0.499436021375187
"Atlanta","2020-02-13",0.50553939673471,"13223",0.159825,814.391424436806,0.50553939673471,0.475398400209022
"Atlanta","2020-02-11",0.536301861399761,"13199",0.021106,1309.64542684211,0.536301861399761,0.559045606877532
"Atlanta","2020-02-13",0.472810955923902,"13113",0.112303,516.460366762868,0.472810955923902,0.486755413905126
"Atlanta","2020-02-15",0.55704742106664,"13143",0.029227,733.666426318961,0.55704742106664,0.542306303899278
"Atlanta","2020-02-16",0.48300270808572,"13015",0.104919,1217.87729961266,0.48300270808572,0.492979409029196
"Atlanta","2020-02-13",0.475410136263795,"13077",0.14326,1155.1977001511,0.475410136263795,0.480922625938057
"Atlanta","2020-02-14",0.662042260963692,"13159",0.013916,967.691847018888,0.662042260963692,0.576009293210863
"Atlanta","2020-02-11",0.492313313314177,"13151",0.225356,845.989413236567,0.492313313314177,0.462973113288028
"Atlanta","2020-02-16",0.63425842836251,"13085",0.024536,555.422095492604,0.63425842836251,0.548442658022543
"Atlanta","2020-02-15",0.470550766776614,"13097",0.143316,520.963203955335,0.470550766776614,0.477616461363835
"Atlanta","2020-02-11",0.618601161844896,"13211",0.018507,918.810969563801,0.618601161844896,0.563083894019313
"Atlanta","2020-02-12",0.458812135394151,"13135",0.915046,1131.5371850774,0.458812135394151,0.416059876374811
"Atlanta","2020-02-13",0.654626374557425,"13231",0.018327,568.53242341241,0.654626374557425,0.561185488380357
"Atlanta","2020-02-11",0.474970842263635,"13247",0.089717,342.256461608215,0.474970842263635,0.493604764105633
"Atlanta","2020-02-11",0.45513182076331,"13121",1.0362,1384.4227131817,0.45513182076331,0.412759853605269
"Atlanta","2020-02-10",0.668598919239992,"13149",0.011736,780.175605516432,0.668598919239992,0.582635287054897
"Atlanta","2020-02-13",0.460163334351066,"13067",0.751218,892.568897763052,0.460163334351066,0.421650858095058
"Atlanta","2020-02-12",0.468342568322611,"13057",0.247515,1125.39548224383,0.468342568322611,0.46072965005812
"Atlanta","2020-02-13",0.508832828258554,"13217",0.108079,723.398534687031,0.508832828258554,0.489634630053011
"Atlanta","2020-02-13",0.501949346883573,"13255",0.065306,517.16934389542,0.501949346883573,0.507794538605507
"Atlanta","2020-02-13",0.558173335223289,"13035",0.02409,487.240541519924,0.558173335223289,0.548608301140916
"Atlanta","2020-02-13",0.471301097331222,"13117",0.228383,640.192543405307,0.471301097331222,0.461380881879901
"Boston","2020-02-11",0.327126182596231,"25025",0.796605,310.836427143774,0.327126182596231,0.415924099809285
"Boston","2020-02-12",0.439962079423813,"25017",1.600842,2190.06377053994,0.439962079423813,0.400566256324897
"Boston","2020-02-12",0.45742361425498,"33015",0.306359,2056.06327823136,0.45742361425498,0.455486180549969
"Boston","2020-02-12",0.440212956629895,"25009",0.783676,2142.17565382741,0.440212956629895,0.423446462279554
"Boston","2020-02-13",0.471910334565749,"33017",0.129124,989.092891273438,0.471910334565749,0.484188522047497
"Boston","2020-02-11",0.452083631983128,"25021",0.700437,1149.03921592587,0.452083631983128,0.424884595302948
"Boston","2020-02-11",0.241188601126317,"25023",0.515303,2827.3012708862,0.241188601126317,0.438576900630375
"Chicago","2020-02-13",0.548204436727157,"18073",0.033447,1452.11002192164,0.548204436727157,0.539797766476936
"Chicago","2020-02-12",0.678568706252514,"18111",0.013992,1043.55292260533,0.678568706252514,0.576139419580424
"Chicago","2020-02-14",0.435735136196593,"18089",0.485707,1620.75157482985,0.435735136196593,0.43849658480877
"Chicago","2020-02-12",0.47025818564408,"17093",0.126054,833.465604916257,0.47025818564408,0.484382854853456
"Chicago","2020-02-11",0.44896701610343,"55059",0.168524,1949.68416244319,0.44896701610343,0.477014214520681
"Chicago","2020-02-16",0.414483896396275,"17031",5.198275,4227.62718290808,0.414483896396275,0.367470729970721
"Chicago","2020-02-10",0.468004951093234,"17037",0.104366,1641.30121805283,0.468004951093234,0.494453484599944
"Chicago","2020-02-12",0.452450658744298,"18127",0.168636,1349.56401007906,0.452450658744298,0.475478526244603
"Chicago","2020-02-14",0.457747002299784,"17089",0.531376,1355.94510518855,0.457747002299784,0.434763020875265
"Chicago","2020-02-14",0.495270130253694,"17063",0.050666,1113.3445494648,0.495270130253694,0.521389175266564
"Chicago","2020-02-12",0.431604593795745,"17197",0.689315,2196.43075552843,0.431604593795745,0.427799358490616
"Chicago","2020-02-11",0.441790211060065,"17043",0.92906,869.820558409551,0.441790211060065,0.414625039247276
"Chicago","2020-02-14",0.416636614862429,"17097",0.701473,3538.45342250416,0.416636614862429,0.428976638757383
"Chicago","2020-02-13",0.456001637248415,"17111",0.307714,1579.64228045707,0.456001637248415,0.454295426109736
"Dallas","2020-02-13",0.504432230845672,"48397",0.097175,385.485114218461,0.504432230845672,0.49104200514936
"Dallas","2020-02-11",0.48061601168999,"48367",0.133811,2358.43765651348,0.48061601168999,0.486475329754641
"Dallas","2020-02-13",0.496016495972246,"48257",0.123804,2092.96159066544,0.496016495972246,0.488931179586292
"Dallas","2020-02-12",0.475211920348884,"48251",0.167212,1903.43962812167,0.475211920348884,0.477206425535169
"Dallas","2020-02-13",0.441629955579095,"48439",2.04977,2338.22994694376,0.441629955579095,0.393135375480401
"Dallas","2020-02-11",0.485170859532271,"48497",0.06629,2390.49980245527,0.485170859532271,0.513943127478872
"Dallas","2020-02-12",0.460517369847251,"48139",0.173772,2466.60325957463,0.460517369847251,0.47684024291174
"Dallas","2020-02-14",0.475139315993529,"48231",0.094162,2285.52288431841,0.475139315993529,0.499864603481941
"Dallas","2020-02-10",0.448540141923806,"48085",0.973977,2296.17742566423,0.448540141923806,0.416573089700645
"Dallas","2020-02-14",0.445313959392219,"48121",0.833822,2469.15205157583,0.445313959392219,0.421918515737322
"Dallas","2020-02-11",0.432969868924628,"48113",2.606868,2354.62481006839,0.432969868924628,0.385851773977662
"Houston","2020-02-12",0.445597236825422,"48157",0.765394,2295.86094014153,0.445597236825422,0.424480727320019
"Houston","2020-02-14",0.593140293998901,"48473",0.051832,1342.67248224757,0.593140293998901,0.521305649087153
"Houston","2020-02-13",0.452249278954452,"48167",0.332885,2265.96786882086,0.452249278954452,0.452923781381537
"Houston","2020-02-13",0.442946415808616,"48201",4.64663,4608.97052190071,0.442946415808616,0.370977961315434
"Houston","2020-02-12",0.486519437829098,"48291",0.083702,3050.07568264063,0.486519437829098,0.505735966499089
"Houston","2020-02-12",0.36472832359719,"48071",0.041305,2259.04940165939,0.36472832359719,0.533009403293832
"Houston","2020-02-12",0.443990197033975,"48039",0.360677,4171.66839859826,0.443990197033975,0.452473933545193
"Houston","2020-02-14",0.54021361160276,"48015",0.029764,1701.97421164277,0.54021361160276,0.545480705332572
"Houston","2020-02-13",0.457007536534379,"48339",0.571949,2792.09410660639,0.457007536534379,0.434975020550497
"Los Angeles","2020-02-14",0.363312210615349,"6037",10.08157,12308.4217931546,0.363312210615349,0.352190353827289
"Los Angeles","2020-02-13",0.414297394215592,"6059",3.168044,2456.19269192041,0.414297394215592,0.380164361511533
"Miami","2020-02-15",0.429851645370459,"12011",1.926205,3432.51009551463,0.429851645370459,0.396357523099171
"Miami","2020-02-13",0.401861555968614,"12099",1.465027,6183.4870515564,0.401861555968614,0.406973819518952
"Miami","2020-02-12",0.407277797892308,"12086",2.699428,6309.19044512838,0.407277797892308,0.388087533973393
"New York","2020-02-12",0.462277041724852,"34037",0.141483,1384.95491450004,0.462277041724852,0.482144942213936
"New York","2020-02-11",0.399584265863549,"36103",1.483832,6138.55400460356,0.399584265863549,0.406543404500205
"New York","2020-02-13",0.442904382580935,"34039",0.554033,272.881198014641,0.442904382580935,0.427398300351869
"New York","2020-02-11",0.403955066214513,"36059",1.356509,1173.03238179515,0.403955066214513,0.403597588129752
"New York","2020-02-12",0.441415970121241,"34023",0.82592,835.367628585598,0.441415970121241,0.418304099993149
"New York","2020-02-11",0.436156953178844,"36119",0.96889,1293.26530533,0.436156953178844,0.414685172694204
"New York","2020-02-12",0.448530557946004,"34017",0.670046,161.401219166508,0.448530557946004,0.419201413295999
"New York","2020-02-11",0.172769446948125,"36085",0.474893,264.610564696554,0.172769446948125,0.432455151308235
"New York","2020-02-12",0.466231836733994,"36079",0.098787,636.901469087332,0.466231836733994,0.492540232901726
"New York","2020-02-15",0.442475810768414,"34025",0.621659,1721.63171120954,0.442475810768414,0.430357028407496
"New York","2020-02-12",0.454602179385053,"34035",0.329838,788.888626714581,0.454602179385053,0.449143181712177
"New York","2020-02-15",0.364063953302385,"34029",0.596415,2366.98123572888,0.364063953302385,0.432938420347774
"New York","2020-02-13",0.453643832447521,"34027",0.493379,1245.64291358523,0.453643832447521,0.436967513226319
"New York","2020-02-13",0.455547736837917,"34013",0.795404,334.706593161952,0.455547736837917,0.416238582396768
"New York","2020-02-13",0.30201823137834,"36081",2.287388,460.541095821187,0.30201823137834,0.384361260086101
"New York","2020-02-16",0.441772158473846,"34003",0.93039,637.449023147088,0.441772158473846,0.413468961005579
"New York","2020-02-15",0.35708063048607,"36047",2.589974,250.467265103028,0.35708063048607,0.378658758112899
"New York","2020-02-10",0.286156868908506,"36061",1.631993,87.1243160556943,0.286156868908506,0.38899551690155
"New York","2020-02-12",0.446205149298685,"34031",0.503637,513.158550269624,0.446205149298685,0.432942498382714
"New York","2020-02-11",0.454736347555248,"36087",0.324422,515.377657478223,0.454736347555248,0.448075678709723
"New York","2020-02-10",0.455011735603391,"34019",0.124823,1131.57200250716,0.455011735603391,0.486033933286609
"New York","2020-02-10",0.491029420052801,"42103",0.055453,1466.1276013753,0.491029420052801,0.518959412139052
"New York","2020-02-10",0.386706065761955,"36005",1.435068,148.406885939095,0.386706065761955,0.394727472288688
"Philadelphia","2020-02-11",0.45286990547274,"34007",0.506738,588.420344074652,0.45286990547274,0.433246221060932
"Philadelphia","2020-02-12",0.479730916827519,"24015",0.102552,1081.15761503528,0.479730916827519,0.493351094855692
"Philadelphia","2020-02-15",0.433799735765053,"10003",0.556165,1278.30021439627,0.433799735765053,0.432998646233252
"Philadelphia","2020-02-13",0.430026122264905,"42101",1.579075,369.217476925435,0.430026122264905,0.394884696956167
"Philadelphia","2020-02-13",0.432957509442152,"34005",0.445702,2122.05642119013,0.432957509442152,0.442474833683853
"Philadelphia","2020-02-11",0.454843140819785,"42029",0.51956,1964.33983811987,0.454843140819785,0.436921051779687
"Philadelphia","2020-02-11",0.450363593859002,"34015",0.291165,871.354345107413,0.450363593859002,0.453924491410748
"Philadelphia","2020-02-10",0.44273145061422,"42091",0.823823,1260.44132974703,0.44273145061422,0.419873967329562
"Philadelphia","2020-02-15",0.449366322876868,"42045",0.564554,493.147637690259,0.449366322876868,0.428954985329609
"Philadelphia","2020-02-11",0.45308343773765,"42017",0.626806,1608.78063684571,0.45308343773765,0.429828829950169
"Philadelphia","2020-02-13",0.490946741293676,"34033",0.06299,963.9762491608,0.490946741293676,0.511969377071465
"San Francisco","2020-02-13",0.414857373704314,"6075",0.874961,600.264427473631,0.414857373704314,0.415240252979486
"San Francisco","2020-02-16",0.25427734224266,"6041",0.259943,2143.69178385744,0.25427734224266,0.461529452104538
"San Francisco","2020-02-10",0.416013051999977,"6013",1.142251,2080.53656791562,0.416013051999977,0.411074850738844
"San Francisco","2020-02-13",0.330738508028899,"6001",1.656754,2126.11449831908,0.330738508028899,0.399392513998406
"San Francisco","2020-02-16",0.2420834325899,"6081",0.767423,1918.16461925805,0.2420834325899,0.423735698302028
"Seattle","2020-02-13",0.389321684058089,"53061",0.798808,5670.2894369183,0.389321684058089,0.42637944593051
"Seattle","2020-02-13",0.412922467972311,"53033",2.195502,5959.53906196849,0.412922467972311,0.394201907452118
"Seattle","2020-02-13",0.435464721638247,"53053",0.877013,4663.46489528409,0.435464721638247,0.422570104888977
"Washington, D.C.","2020-02-12",0.4615820560044,"51179",0.146773,724.506521051522,0.4615820560044,0.478086867078717
"Washington, D.C.","2020-02-12",0.458999281570246,"51510",0.157613,40.0732955175008,0.458999281570246,0.463713504319669
"Washington, D.C.","2020-02-16",0.692131075590671,"51157",0.007378,691.424452593128,0.692131075590671,0.6034962714558
"Washington, D.C.","2020-02-15",0.427519362737237,"11001",0.692683,176.855588017993,0.427519362737237,0.418445792031597
"Washington, D.C.","2020-02-14",0.683427760010163,"51610",0.014128,5.30704877405519,0.683427760010163,0.550071002537369
"Washington, D.C.","2020-02-12",0.657698531686469,"51113",0.01317,833.072233778717,0.657698531686469,0.577744321207805
"Washington, D.C.","2020-02-15",0.432142416192861,"24009",0.091511,893.094011572536,0.432142416192861,0.496936325461579
"Washington, D.C.","2020-02-11",0.497314802828786,"51061",0.069728,1685.87925168799,0.497314802828786,0.510379874153891
"Washington, D.C.","2020-02-14",0.440686173718811,"24021",0.251422,1726.97719238187,0.440686173718811,0.461869559960667
"Washington, D.C.","2020-02-11",0.556950581635493,"51600",0.023531,16.2392631779192,0.556950581635493,0.533726227965371
"Washington, D.C.","2020-02-12",0.492986425855584,"54037",0.056506,547.730448846198,0.492986425855584,0.513816610096196
"Washington, D.C.","2020-02-13",0.453039394274417,"51153",0.461423,901.856754342964,0.453039394274417,0.438035067961713
"Washington, D.C.","2020-02-13",0.439062350415169,"24033",0.90867,1290.96004798885,0.439062350415169,0.416760439679831
"Washington, D.C.","2020-02-11",0.437015544625902,"24031",1.04353,1311.75145263394,0.437015544625902,0.412341082630196
"Washington, D.C.","2020-02-14",0.821642258570941,"51685",0.016986,6.57172683874158,0.821642258570941,0.543220065943096
"Washington, D.C.","2020-02-13",0.434664823347247,"51013",0.233464,67.5084739791332,0.434664823347247,0.451739895772407
"Washington, D.C.","2020-02-10",0.567882262064715,"51043",0.014423,460.821775392281,0.567882262064715,0.570739589355727
"Washington, D.C.","2020-02-11",0.407779108504117,"24017",0.159428,1664.01752364378,0.407779108504117,0.47842989405162
"Washington, D.C.","2020-02-10",0.551006983670375,"51630",0.028622,27.2022811530156,0.551006983670375,0.527974805668095
"Washington, D.C.","2020-02-13",0.442219399800656,"51059",1.145862,1050.90788304442,0.442219399800656,0.408560058630796
"Washington, D.C.","2020-02-12",0.456780551109108,"51107",0.395134,1349.10657355049,0.456780551109108,0.444911131009791
"Washington, D.C.","2020-02-14",0.503458090911689,"51047",0.051101,990.078497532072,0.503458090911689,0.520514460403286
"Washington, D.C.","2020-02-13",0.504873198203541,"51187",0.039492,561.743713409906,0.504873198203541,0.528498368581447
"Washington, D.C.","2020-02-10",0.514818807540661,"51683",0.041174,25.7097464217441,0.514818807540661,0.512954133176959
"Washington, D.C.","2020-02-13",0.469299850296663,"51177",0.132833,1072.22074069803,0.469299850296663,0.483456059459943
